,JP-01,JP-02,JP-03,JP-04,JP-05,JP-06,JP-07,JP-08,JP-09,JP-10,JP-11,JP-12,JP-13,JP-14,JP-15,JP-16,JP-17,JP-18,JP-19,JP-20,JP-21,JP-22,JP-23,JP-24,JP-25,JP-26,JP-27,JP-28,JP-29,JP-30,JP-31,JP-32,JP-33,JP-34,JP-35,JP-36,JP-37,JP-38,JP-39,JP-40,JP-41,JP-42,JP-43,JP-44,JP-45,JP-46,JP-47
2021-02-04,10.679851973684212,1.8948992213978146,0.833373009204626,9.465694617440032,1.2262861475593252,1.7179872489395807,7.117137910312688,16.594746238307565,17.348369157677126,12.318823776212959,71.37541971863311,45.675869119193486,613.8660417684126,120.75339506902421,4.090381598560129,1.4676999218245366,3.32446115896468,1.995301613542723,1.1672220893455458,5.264556212648242,14.501205678770027,20.68303110127766,60.70618576971543,13.362945513349983,10.404351581523594,37.04635148308373,241.13384166012116,28.73094637608759,10.311885655346419,3.513326400511693,0.938609119861006,0.8554119728191869,6.599715489822255,8.007497152549567,10.85698196724144,1.8088391419498906,5.295199745579878,3.2670919081663605,1.0063289572088288,51.52219903196466,3.694136918367924,7.017571241282324,6.95710458838113,5.957617751244295,7.0485479020046835,5.54681100488034,34.41259801794045
2021-02-05,10.55836356026797,1.9380446811870622,0.9485115545069871,9.06378518105785,1.2341677081535427,1.6771907096042966,7.026852888868328,16.262810355737663,16.695509438205974,12.395806387425399,70.28751178047472,45.42646562957206,601.7356005096281,117.40450223382936,4.027004960931791,1.367033033604934,3.387121915008011,1.8978619997518769,1.2157792918687507,5.155064341715984,15.09003834312743,20.19824200552978,58.733680264263086,13.701785571016014,10.481401768582224,35.09193596315871,235.91179367969596,28.761818321953466,10.832162627253833,3.6504045254269553,0.9058869038490562,0.8636747693950085,6.28994571500297,7.5852695608275225,11.04579626293635,1.6896963320149962,5.210445384516795,3.0608728734469595,0.9233105825887475,49.86424563084824,3.6312478298861874,6.526497064223869,6.661434407560559,6.019915287132087,6.925674958341968,5.157192980761991,33.377054036458965
2021-02-06,10.458004141212632,1.9663850921379626,1.0103730810307399,8.773369549941027,1.227392701981441,1.638888405182025,6.916109808979179,15.892270238775493,15.997203908625325,12.561370369734773,68.96726520848145,45.335447075598935,594.2749669590078,113.87994929557489,3.947262034921697,1.2830825875009257,3.3607414674680776,1.8230761313648267,1.2372103368670626,4.983598559833886,15.219968738865735,19.82322141931796,56.24487468540134,13.890697006985281,10.492350110974387,33.132643957879175,226.9134031669042,28.81815184061983,11.129760303402168,3.736905035706629,0.8749231775676949,0.8591551729687096,6.051391375565289,7.214330449927902,11.095074890375923,1.5895031346153183,5.139061009524905,2.8889960931736556,0.8557183078422352,47.920434519555094,3.528851158475757,6.144454397667772,6.430420581887005,5.985695513898776,6.755891709355142,4.802233972861622,31.93054452401778
2021-02-07,10.220141050869474,1.9640162420893104,1.03562110527002,8.473751989620412,1.198233197906624,1.5918380647619028,6.725576552780922,15.528461054750823,15.239056802690472,12.373075563329555,67.56005476729062,45.09660449861653,584.3478204639297,108.89237202746688,3.882808671271196,1.2141675024326466,3.2888597765084846,1.767444450819459,1.2466681831853672,4.777554008049213,15.293397283098487,19.692861283454683,54.20036244232483,14.170170630939358,10.442655469755817,31.332595238843968,220.1113190299932,28.712125903500002,11.363788117246752,3.7752939216771826,0.8445265208337166,0.8448741668684692,5.846828740894297,6.869874206205613,11.129430871167994,1.5033905255122622,5.064485259772223,2.749234996128028,0.8008749681351544,46.0161274931788,3.410462769470162,5.848277398023263,6.242242977334995,5.97893001057945,6.558402892782043,4.485901422251201,30.984738136576595
2021-02-08,9.818033731790075,1.940977895112957,1.0373207960960305,8.223183404455884,1.1567723827592482,1.5387010150820346,6.543786977110075,15.362874081261515,14.527239272183644,12.167820276268847,65.98491578528517,45.06451920549104,580.5976266181564,104.79336100014282,3.868973309375391,1.1621351594035394,3.211937613997466,1.7342833217918974,1.2523869208597245,4.599910843853509,15.690919569069692,19.692973205944856,52.81353227244027,14.499682054692155,10.355454124075274,29.574087952587757,214.6195211907035,28.51314386892153,11.45857801889195,3.792395889251011,0.8154047642016784,0.8234064962910292,5.673489841121298,6.554327224769527,11.190974514063134,1.4290957698407396,4.9880158026166,2.654357193096384,0.7568330725546993,43.96882816560499,3.287993433085555,5.61365354412667,6.096269126247909,6.014523473992819,6.354734582155659,4.201982046956082,30.19828215422548
2021-02-09,9.590647027725113,1.9176768998401843,1.0258262376368494,8.015101018663225,1.110258689559556,1.489117900401147,6.371276409345443,15.292297162507401,13.84440333122522,11.97105631620034,64.49036736012975,44.57476971841895,574.5122628263268,101.03015155186174,3.853214411676695,1.1203760602635644,3.111869669481446,1.7138603711066385,1.2543666818777572,4.414066981587164,15.773287130248413,19.609329094860435,51.420170931208055,14.98498219275025,10.227192006953079,28.01178818499026,211.85834167589758,28.211330961425485,11.43684816196439,3.8014734894672,0.7893869428868242,0.7997694695828784,5.523344765553829,6.284709115128013,11.300427317707529,1.3664504559305741,4.903676927399324,2.5858535023683373,0.7222033568069438,42.11326805320998,3.1639566539122836,5.429050068133194,5.992501668308995,6.087432528935881,6.158137977884028,3.9488904543518886,29.749956958911408
2021-02-10,9.288722905897444,1.92646360717341,1.007449171983107,7.823293324309327,1.0643044108292852,1.4438518525928807,6.252404694682985,15.347395947106087,13.17753851834646,11.8880953546494,62.749838473250875,44.376839895185626,569.3974961191204,97.45096651617065,3.891418783919635,1.0902231121073456,3.0042498605702486,1.708304633755257,1.2545720490891972,4.256051960024852,15.945456651182955,19.64134526209883,51.453826289849665,15.675672769551053,10.101714225728804,26.552124568881947,213.74473892294097,27.814655535993612,11.365279009280021,3.8247789721980356,0.7659724413173907,0.7737964568583036,5.390717671342647,6.055241086857782,11.47707373822469,1.3127989323557263,4.8135455354127865,2.559595272072864,0.6927016180445746,40.174415889748445,3.0423856010971577,5.281462843800056,5.923037925471884,6.304565326228025,5.968924034428964,3.724560829812416,29.778487051504
2021-02-11,9.140022541706166,1.9421281362617009,0.9839178645129525,7.720811919128888,1.020542651431204,1.4069778797523986,6.134766767088736,15.94896818462171,12.59235178188006,11.838612943811796,61.412164388188565,44.30345161622165,562.3030051248224,95.16108553564479,3.911122949375233,1.0649862405211417,2.883936087983487,1.7023744576014475,1.249869060798935,4.0840445155276095,16.00829057032285,19.541096499408283,50.579193320051004,16.21881254962679,9.889977993005777,25.16300935719741,211.14477604809235,27.490566467138382,11.164372861222647,3.8456667707712557,0.7454040441854608,0.747247267686057,5.269837159167178,5.885036016788811,11.606618740482002,1.2671938174798059,4.717148067821223,2.540051071307966,0.6701831563104014,38.184179992041585,2.934906751171109,5.155694697626008,5.880035932363411,6.5037514579122115,5.7875172125558585,3.521278440596754,29.78270200376
2021-02-12,9.076430150082407,1.977549360467642,0.9600639219912578,7.581814745865337,0.9799965518659638,1.3790635133733813,6.005484149156058,16.774361259059212,12.06431097916829,12.218295207298716,60.202722594525284,44.36944602402615,551.5349015548888,93.44720874503692,3.9815578309806736,1.0470938203658868,2.7637276386822345,1.7062186255625786,1.2414425379889737,3.913727786936792,16.116890228953636,19.411078466248398,48.60033360423624,16.800907691286543,9.688170129797617,23.877680092437444,210.55093904286355,27.473423161937653,10.91837039687227,3.8864535432854392,0.7281803873038206,0.7220788298379097,5.142909664944098,5.770484932571359,11.851617070047661,1.2287723314453487,4.617748226654546,2.54052093459064,0.6545951779775072,36.453123984862785,2.8406928279990695,5.054749586992657,5.8597462855818785,6.897635207098592,5.6153661693936785,3.3355926952462935,30.137034686054815
2021-02-13,8.806069556215038,1.9880162249812172,0.9283831922612393,7.365389911115371,0.939097064956635,1.3449906384056094,5.869418078075261,17.664249319778783,11.556551376255113,12.382037809470809,58.19208284321295,43.88285947072699,535.3182987238685,90.16354984162058,4.039150398822685,1.0320287629109088,2.6505412697252555,1.7174062550717104,1.2301414021797215,3.775398980994367,16.3993593633133,19.35726697798285,48.232038459522144,17.335637446558785,9.485033978933602,22.62406489122681,206.18362903423466,27.596589991065997,10.510144730937933,3.917358932611981,0.7114378123448223,0.6974863044725687,5.036559542765615,5.708059636104285,12.01079724696215,1.1952324081414585,4.5145329900533895,2.551234609311522,0.6391750833815995,34.6364334962973,2.7512274276152753,4.956454188504955,5.849673261525311,7.147141056548334,5.444071966794735,3.1643277931141114,30.339413881655407
