,JP-01,JP-02,JP-03,JP-04,JP-05,JP-06,JP-07,JP-08,JP-09,JP-10,JP-11,JP-12,JP-13,JP-14,JP-15,JP-16,JP-17,JP-18,JP-19,JP-20,JP-21,JP-22,JP-23,JP-24,JP-25,JP-26,JP-27,JP-28,JP-29,JP-30,JP-31,JP-32,JP-33,JP-34,JP-35,JP-36,JP-37,JP-38,JP-39,JP-40,JP-41,JP-42,JP-43,JP-44,JP-45,JP-46,JP-47
2021-02-06,566.037365171945,16.97261561256302,7.774387368577417,77.78965880492704,10.153299003630847,15.556445387010502,69.90788295679316,294.86883464610855,163.7560027271162,131.90709825160351,947.3649881015882,667.3486971070383,3091.2712382027603,989.9231616321575,35.86875060518844,12.966945338739167,36.97845857319987,16.866114825120302,9.955667802698786,45.82040430734714,126.26097537318235,183.34468481774215,635.6372049011679,109.99625805595099,100.1704524997514,269.7614359919571,1002.7020984697599,303.14127477939473,92.76758254147263,31.004848433359843,8.526650475816181,7.254977354377654,57.027243563898494,66.30546864427663,95.43461306469752,13.780769122782491,43.588913283789665,27.73992786874395,8.474528409912336,719.3029521220278,31.899738614544123,55.582583060061864,59.56121058149652,50.70241168727899,59.24961393733287,46.9974828508527,370.0003652162869
2021-02-07,569.5607777989655,16.409030696923164,7.764956799411732,75.33396210884604,9.845110231246675,15.451077876195216,70.5641788109378,297.0875649703257,159.13441143588196,133.06218924841622,944.3135734158208,666.5744409233198,3001.575499559189,982.2958662116678,34.15614935256133,12.736562318681724,41.11048919445234,16.13811942712138,9.6837878040371,44.32856188360221,126.57631331495028,184.42669184209967,609.7771613818726,107.71735251858135,100.61069831427558,259.93041010389277,961.5378222919172,308.32180129001046,92.99866210603922,30.832981336979365,8.401333707948792,7.156462703195695,54.771533081997866,63.183068754257924,93.18617237930884,12.765885233585482,42.72347592370457,26.840027021120132,8.592631673899472,688.8589765584555,31.198223042195686,53.21769696084022,57.159000584648176,49.278882586636016,57.61255868831017,45.866344076874725,360.9351106771117
2021-02-08,577.472792087641,16.055908618530687,7.79384050779224,73.66311640994665,9.551475279796014,15.33180669391124,71.86745686564701,302.30381413511844,154.48156348363162,134.07879284782646,933.2615732191032,659.5552332891366,2956.4571228213163,980.3527008379822,32.581359985269685,12.559308446567572,43.52459364740311,15.565363136056789,9.570277650993422,43.11453555173165,125.84617632098471,183.4312691339498,580.9037905699532,105.67026886671427,100.89205775151977,250.78685279826274,929.583478122883,312.5041832100238,92.76627605659546,30.65517567298125,8.280122593572496,7.000377350349575,52.89012062090774,60.204703873567894,91.90071002754985,11.8505255520797,41.64942657998323,25.99073761621126,8.720400575328691,658.2030333838276,30.462954136012495,51.22339232890679,54.948537039341005,47.99183166802925,56.519595006648174,44.660112115042864,353.8570288085831
2021-02-09,589.7557583227908,15.843883195687596,7.8524257147755865,71.95574852004313,9.247544955263136,15.211332951693448,72.71296538247226,306.47157769453617,149.8227769637636,135.41373336567298,916.9393735848498,653.5631015110642,2969.1908211449663,971.9685440871596,31.149422862612553,12.437752152959122,45.13278745768991,15.136219968632316,9.589697385773743,42.164834865635264,124.30675112402021,184.51068298379263,558.3986883585767,103.781121421272,100.91286253351848,242.5791984333083,917.298838425374,315.6805562485908,92.1401530748738,30.547984527041795,8.175345846535478,6.830247903602061,51.4507108006294,57.35587399959705,91.5504038199561,11.02335360005909,40.431918762834336,25.21500726918515,8.840181484677215,627.3906435262556,29.64565628990572,49.560613184396864,53.05587594142084,47.03787005961175,55.799063645853096,43.43297144630137,350.4083249240274
2021-02-10,586.9486887996237,15.795061983662322,7.909156356572791,69.71226653865475,8.930079645340822,15.09436791317609,74.27678324602968,315.08382295307894,145.21488396854875,137.43732998251306,901.3184961238472,644.9832898511861,2977.677828324792,962.3368850684757,29.808519033066396,12.309902214816185,45.7845798980546,14.835286764980246,9.677865320019256,41.42973669326443,122.18552445512196,186.85976259546277,540.1202005885708,102.4612351724212,100.70650720554968,235.4858725703807,906.6733966053561,318.79795711175353,91.13189316301369,30.517895784322516,8.088999691626631,6.647262076522083,50.387088591908345,54.7247074761116,91.79597348957718,10.282952163073267,39.128742158663535,24.626802041858436,8.97231028449613,592.5533392701851,28.77568087437126,48.17628852778637,51.543461329581085,46.40950526861993,55.21191251429246,42.17221848474285,349.3913621238142
2021-02-11,603.0769984654138,15.933016147185569,7.9915694476552686,66.72736923357881,8.62644563062326,14.988799975721383,76.90913748305162,329.04175005461843,141.08140334702884,140.169744135478,887.2897404732463,628.7837832045536,3009.8190935311804,958.1139640865732,28.59551215532493,12.227481081966243,45.904999203395754,14.675288143482554,9.861318190694476,40.86179435363984,119.84421446944091,187.22146095530925,518.9379173329895,101.54933841815655,100.38151909135443,229.1538727379303,898.2279837315492,322.5364968701414,89.91617928819433,30.486277860442016,8.021771394320286,6.483034081415138,49.58014117431301,52.343064718548156,92.76040677221933,9.607547111743477,37.77494668856291,24.202805633048886,9.175567659663152,559.3830351958444,27.92233592265547,47.02375111504145,50.43133586964479,45.830747312643716,54.878437197156806,40.988194291482905,352.43754059965687
2021-02-12,625.0969006990131,16.180066747103616,8.067130916274463,64.01137027133097,8.316221661620757,14.910076838421416,79.18352476021157,342.07094092116773,136.45375471680384,141.55656793927963,878.2771481614867,611.8101503920469,2995.6895363716512,952.502557659285,27.46237158916313,12.141751672055292,45.51350408042042,14.638344066757423,10.081884634737142,40.32592770245618,116.58799885523953,189.482748742028,502.18707185270426,100.70304304110607,99.78995857330493,222.98637001507774,897.0783796601361,326.75996120481545,88.35807729597053,30.48382820128515,7.969546640707989,6.333063597426385,49.01389874966199,50.22084828841272,93.91184554994136,8.992727203760934,36.41155548291161,23.91040788316902,9.421090315590028,528.7911998725148,27.034208285388434,46.04723284724487,49.69112805473341,45.52550493587115,54.380864409662216,39.824999624238814,355.9858801721856
2021-02-13,639.0311154473217,16.531773466865637,8.152361733943176,61.51208943758814,8.005546114037779,14.708714856089905,80.20646778058315,345.1412281237204,132.15220273341683,141.9469495808348,863.625867163412,595.7654299732467,2989.8774664793486,928.5537607074601,26.444082921209052,12.056165777502162,44.617755281332,14.680473255374327,10.320355241593747,39.764653879392846,112.92077497451156,190.10097342876762,484.7143243367318,99.70106811333066,99.04503454591695,216.6565694118606,892.6087102975689,331.5312044092711,86.98625827306539,30.430074266511635,7.928623723632335,6.196460458037123,48.74828146544039,48.359141974298396,95.16681335689233,8.431627826117404,35.015338844603654,23.53077752343661,9.715000544413865,498.5403712663154,26.11528670047562,45.09425605131948,49.13642129772539,44.33533185070189,54.09961384613886,38.7230662310264,361.87373634621304
2021-02-14,646.0606439805448,17.13312643553022,8.292946188055483,59.617592332454144,7.712692455384977,14.54697054315935,79.75698254456279,341.0511659321086,127.86728863703094,141.16213817413248,848.5593055968046,586.6931107694768,2964.7294047785163,921.3767673417407,25.55643284374211,12.007123106395328,43.449327251364316,14.8406413734819,10.601321867359008,39.35693162031507,109.41349651563955,193.16487842751908,469.25472485841556,98.48650236156848,97.76755956762119,210.51480290717427,900.8336801854241,336.2470173708257,85.53320954242183,30.502487675709748,7.897969579801823,6.072797828684022,48.724368833084974,46.8498649057073,97.22976288196504,7.922237289009227,33.53789249855726,23.17866995036331,9.98763956626122,471.1758859360908,25.367527007049247,44.194721415369955,48.93876102255129,44.28019719896733,54.103652072143504,37.77245991336411,373.699249222342
2021-02-15,646.5062404546522,17.80743470765706,8.38854351786787,58.088554680043025,7.4386368377046885,14.495041480744916,79.15930035302607,337.45080245166446,123.11588025713934,139.32171667618948,828.9633564493207,574.5206464029418,2924.1025812804446,911.7723796804084,24.609176867960244,11.887000729422086,42.00880394963335,15.088862366101742,10.836849171658853,39.05717994418711,105.89011464081568,196.12966873234035,455.041970722799,97.75220837025759,96.35478422320591,204.60408637735122,904.0529311777527,339.66764367467056,82.72208462414929,30.550171899467728,7.860541138614308,5.981236869056344,48.96695437243505,45.684618958212646,99.293306263806,7.458044200492654,32.128410584805685,22.963030661641515,10.313521558615058,446.3165864369638,24.561779674982777,43.32423627280339,48.96967126713277,44.4682419433511,53.50306493126201,36.95447170876059,380.7654523835465
2021-02-16,639.6099672704892,18.227480731773102,8.414594034614938,56.54256241699079,7.172820364046145,14.413302045941931,79.08982406043718,334.1811069689112,118.75568491828491,137.03711011388356,808.0560942568426,556.7149644808496,2889.364328968566,882.9044304875047,23.710862112779235,11.714591738745037,40.31948188214651,15.282041497075644,11.02563623697861,38.499231718987076,101.95443780986014,197.57978776958956,444.46403857750363,97.61050424871269,95.58835268333013,199.01897358831098,887.6114032957735,340.7107728090228,80.1875930330894,30.402930063584026,7.805469584173739,5.880439580954869,49.33466058320556,44.71146587872623,99.84805756007083,7.0222337536769555,30.795009145740213,22.60319057858861,10.681133742062032,421.80860580474854,23.618695542975974,42.45270198328064,49.143780172783394,43.06915994614525,52.65686358153506,36.147301594848784,383.04027678312013
2021-02-17,632.0015869140504,18.52410847387968,8.399179121372327,54.446728073607304,6.889652756660112,14.301129926422426,79.63447979170662,341.50466316623357,114.19768578889857,133.0301506759848,794.0898892911401,542.102878037556,2830.650745017886,853.2598157643106,22.95348193975261,11.552326563960053,38.48093598186424,15.488990681780242,11.145215482452803,37.5190315392403,97.19890212545027,200.61496989618547,441.4959900312015,96.64339861059719,94.18081317607583,194.3216032381126,873.6337897199768,340.5792210339797,77.69287994759055,30.16410809145044,7.718699687691546,5.782243509200418,49.73409359160984,43.776953079363516,99.418392293557,6.602015139896189,29.501754898315053,22.163743996314455,10.89741761278885,399.3825423464585,22.678600490050087,41.549435947314215,49.424817937642544,41.68452846354701,51.97383922420382,35.39097551758823,386.60146475332397
2021-02-18,627.3498868325659,18.656074581718563,8.364781205500122,52.87188921824894,6.620469238871459,14.14053002494161,79.79359381408054,342.8527049014309,109.76056620385118,129.30687661433652,774.6966822468488,526.3622368210496,2787.4504064022226,838.5692387983405,22.214550916891334,11.369045045682215,36.66532037585022,15.820495136794039,11.223066392653793,36.430101134773025,93.05450443710522,201.75438307440717,434.1615966796914,95.80523907124255,93.3356065364284,189.49235767845576,862.275228887328,340.0524936499595,75.89622074440148,29.870304880592386,7.6258984334706605,5.681524783375274,50.17935749582087,42.81216843144438,99.25794209351129,6.210082047567649,28.44140879942298,21.535948318041314,10.992229319610919,378.7200917583078,21.828853320548344,40.576965803109665,49.52745123289297,40.42637609971806,51.5669087741612,34.50013098562348,384.23531629772174
2021-02-19,610.2076598662122,18.738083726434922,8.317385868310158,51.689134393856676,6.359113495523565,14.102168115181062,79.164763835281,337.41285223711515,105.4239568761572,127.89980229488994,741.2349864806689,514.3960782478706,2755.904344444515,827.5417895064675,21.3648482866464,11.162050084518327,34.835519016396916,15.938181463837676,11.263896519575965,35.4396000145491,89.34820478130528,201.50007381276706,424.1897736209994,94.68205797786833,92.87832693036933,184.4409376047185,853.1490947511146,340.1922899232335,74.40937166626139,29.63245287452117,7.533987345800913,5.569094707317294,50.64831133607083,41.76859878613376,99.9376408529468,5.861287700300418,27.513987639577426,20.835640254436612,10.941869028804598,360.0127149807976,21.024026466477526,39.50354743219851,49.709799901150376,39.29966403303122,51.24356366365791,33.69996838152513,380.70851770471285
